brand,model,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_status,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,battery_unit,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS
Nokia,5510,,,No,No,,2 - Groove Red and Melody Blue,64 MB,,,,,,,,,5 lines,No,No,134 x 58 x 28 mm| 165 cc ,Mini-SIM,,,,No,,No,
Nokia,8310,,,No,No,,9 Xpress-on covers,,,,,,,,,,5 lines,Class 4,No,97 x 43 x 19 mm| 66 cc ,Mini-SIM,,,,No,,No,
Nokia,6310,,,No,1.1,,3 - Jet Black,,,,,,,,,,96 x 65 pixels| 6 lines,Class 4,No,129 x 47 x 19 mm| 97 cc ,Mini-SIM,,,,No,,No,
Nokia,6310,,,No,1.1,, Lightening Silver and Laser Red,,,,,,,,,,96 x 65 pixels| 6 lines,Class 4,No,129 x 47 x 19 mm| 97 cc ,Mini-SIM,,,,No,,No,
Nokia,3350,,,No,No,,User exchangeable front and back covers,,,,,,,,,,96 x 65 pixels| 5 lines,No,No,113 x 49 x 23 mm| 98 cc ,Mini-SIM,,,,No,,No,
Nokia,3330,,,No,No,,User exchangeable front and back covers,,,,,,,,,,5 lines,No,No,113 x 48 x 22 mm| 97 cc ,Mini-SIM,,,,No,,No,
Nokia,8250,,,No,No,,Xpress-on covers,,,,,,,,,,84 x 48 pixels| 5 lines,No,No,102.5 x 45 x 19 mm| 69 cc ,Mini-SIM,,,,No,,No,
Nokia,9210 Communicator,,,No,No,,Black,,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm ,Mini-SIM,52 MHz ARM 9,,,MMC  16 MB included,,No,Open Symbian
Nokia,9210 Communicator,,,No,No,,Black,,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm ,Mini-SIM,52 MHz ARM 9,,,MMC  16 MB included,,No, based on Symbian v6.0
Nokia,9210 Communicator,,,No,No,,Black,,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm ,Mini-SIM,52 MHz ARM 9,,,MMC  16 MB included,,No, Series 80 UI
Nokia,3310,,,No,No,,User exchangeable front and back covers,,,,,,,,,,5 lines,No,No,113 x 48 x 22 mm| 97 cc ,Mini-SIM,,,,No,,No,
Nokia,8890,,,No,No,,Metallic,,,,,,,,,,5 lines,No,No,100 x 44 x 18 mm| 70 cc ,Mini-SIM,,,,No,,No,
Nokia,8210,,,No,No,,6 Xpress-on covers,,,,,,,,,,5 lines,No,No,101.5 x 44.5 x 17.4 mm| 66 cc ,Mini-SIM,,,,No,,No,
Nokia,8850,,,No,No,,Metallic,,,,,,,,,,5 lines,No,No,100 x 44 x 17 mm| 70 cc ,Mini-SIM,,,,No,,No,
Nokia,6250,,,No,No,Sound level meter,Black Night,,,,,,,,,,96 x 60 pixels| 6 lines,No,No,142 x 50-58 x 23-27 mm| 159 cc,Mini-SIM,,,,No,,No,
Nokia,6250,,,No,No,Sound level meter, Grey Dusk and Red Sunset,,,,,,,,,,96 x 60 pixels| 6 lines,No,No,142 x 50-58 x 23-27 mm| 159 cc,Mini-SIM,,,,No,,No,
Nokia,8810,,,No,No,,Metallic,,,,,,,,,,5 lines,No,No,107 x 46 x 18 mm| 74 cc ,Mini-SIM,,,,No,,No,
Nokia,6210,,,No,No,,Black Night,,,,,,,,,,96 x 60 pixels| 6 lines,No,No,129.5 x 47.3 x 18.8 mm| 95 cc ,Mini-SIM,,,,No,,No,
Nokia,6210,,,No,No,, Grey Dusk and Red Sunset,,,,,,,,,,96 x 60 pixels| 6 lines,No,No,129.5 x 47.3 x 18.8 mm| 95 cc ,Mini-SIM,,,,No,,No,
Nokia,7110,,,No,No,,Dark green,,,,,,,,,,96 x 65 pixels| 6 lines,No,No,125 x 53 x 24 mm| 125 cc ,Mini-SIM,,,,No,,No,
Nokia,9110i Communicator,,,No,No,,Black,8 MB,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm| 218 cc ,Mini-SIM,AMD 486,,,MMC,,No,
Nokia,9000 Communicator,,,No,No,,Black,8 MB,,,,,,,,,640 x 200 pixels,No,No,173 x 64 x 38 mm ,Mini-SIM,Intel 386,,,No,,No,
Nokia,3210,,,No,No,,User exchangeable front and back covers,,,,,,,,,,5 lines,No,No,123.8 x 50.5 x 16.7-22.5 mm,Mini-SIM,,,,No,,No,
Nokia,6150,,,No,No,,2,,,,,,,,,,5 lines,No,No,129 x 47 x 28 mm| 130 cc ,Mini-SIM,,,,No,,No,
Nokia,6130,,,No,No,,2,,,,,,,,,,5 lines,No,No,141 x 48 x 25 mm ,Mini-SIM,,,,No,,No,
Nokia,6110,,,No,No,,2,,,,,,,,,,5 lines,No,No,130 x 47 x 28 mm| 130 cc ,Mini-SIM,,,,No,,No,
Nokia,5110,,,No,No,,Xpress-On covers,,,,,,,,,,5 lines,No,No,132 x 47.5 x 31 mm| 143 cc ,Mini-SIM,,,,No,,No,
Nokia,5110,,,No,No,, 4 basic,,,,,,,,,,5 lines,No,No,132 x 47.5 x 31 mm| 143 cc ,Mini-SIM,,,,No,,No,
Nokia,5110,,,No,No,, 7 metallic,,,,,,,,,,5 lines,No,No,132 x 47.5 x 31 mm| 143 cc ,Mini-SIM,,,,No,,No,
Nokia,3110,,,No,No,,Black,,,,,,,,,,4 x 13 characters,No,No,136 x 45 x 21 mm| 139 cc ,Mini-SIM,,,,No,,No,
Nokia,8110,,,No,No,,black,,,,,,,,,,4 x 13 characters,No,No,141 x 48 x 25 mm ,Mini-SIM,,,,No,,No,
Nokia,2110,,,No,No,,Black,,,,,,,,,,4 x 13 characters,No,No,148 x 56 x 25 mm ,Mini-SIM,,,,No,,No,
O2,XDA Argon,2 MP,No,Wi-Fi 802.11b/g,2.0,,Silver,256 MB ROM,,,,,,,,3.5 inches ,240 x 320 pixels ,Class 10,No,130 x 70 x 18.8 mm ,Mini-SIM,32-bit Samsung SC3 2442 400 MHz,,,SD,128 MB RAM,No,Microsoft Windows Mobile 5.0 PocketPC
O2,XDA Star,2 MP,CIF videocall camera,No,2.0,,Black,128 MB ROM,,,,,,,,2.6 inches ,240 x 320 pixels ,Class 10,Yes,107 x 55 x 15.8 mm ,Mini-SIM,400 MHz ARM 11,Qualcomm MSM7200,Adreno 130,microSD,96 MB RAM,No,Microsoft Windows Mobile 6.0 Professional
O2,Cosmo,1.3 MP,No,Wi-Fi 802.11b,2.0,,,128 MB ROM,,,,,,,,2.4 inches| 50 x 37 mm ,240 x 320 pixels ,Class 10,Class 10,111 x 62 x 13 mm ,Mini-SIM,200 MHz ARM926EJ-S,TI OMAP 850,,microSD (dedicated slot),64 MB RAM,No,Microsoft Windows Mobile 5.0 Smartphone
O2,Jet,,,No,2.0,,Black,56 MB,,,,,,,,2.0 inches ,176 x 220 pixels ,Yes,No,117 x 47 x 20 mm ,Mini-SIM,,,,No,,No,
O2,Ice,1.3 MP,VGA videocall camera,No,Yes,,White,32 MB,,,,,,,,2.0 inches ,176 x 220 pixels ,Class 10,No,118 x 44 x 14 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
O2,XDA Neo,2 MP,No,Wi-Fi 802.11b/g,2.0,,Stylish black,128 MB ROM,,,,,,,,2.8 inches| 42 x 57 mm ,240 x 320 pixels ,Class 10,Class 10,108.8 x 59.3 x 18.4 mm ,Mini-SIM,200 MHz ARM926EJ-S,TI OMAP 850,,SD/MMC,64 MB RAM,No,Microsoft Windows Mobile 5.0 PocketPC
O2,XDA Orion,1.3 MP,No,Wi-Fi 802.11b,1.2,,,64 MB ROM,,,,,,,,2.2 inches| 34 x 45 mm ,240 x 320 pixels ,Class 10,Class 10,107.5 x 46 x 17.5 mm ,Mini-SIM,200 MHz ARM926EJ-S,TI OMAP 850,,MiniSD,64 MB RAM,No,Microsoft Windows Mobile 5.0 Smartphone
O2,XDA Exec,1.3 MP,VGA videocall camera,Wi-Fi 802.11b,1.2,,Stylish black,128 MB ROM,,,,,,,,3.6 inches| 73 x 55 mm ,640 x 480 pixels ,Class 10,No,127 x 81 x 25 mm ,Mini-SIM,Intel Bulverde 520 MHz,,,SDIO/MMC,64 MB RAM,No,Microsoft Windows Mobile 5.0 PocketPC
O2,X2i,VGA,No,No,Yes,,Black,,,,,,,,,,128 x 128 pixels,Class 10,No,89 x 44 x 22 mm ,Mini-SIM,,,,No,,No,
O2,XDA phone,1.3 MP,No,No,1.2,,Silver,64 MB ROM,,,,,,,,2.2 inches| 33 x 45 mm ,240 x 320 pixels ,Class 10,No,107 x 46 x 17.5 mm ,Mini-SIM,200 MHz ARM926EJ-S,TI OMAP 850,,miniSD,64 MB RAM,No,Microsoft Windows Mobile 5.0 Smartphone
O2,Xphone IIm,VGA,No,No,1.1,,Stylish black and silver,32 MB,,,,,,,,2.2 inches| 35 x 44 mm ,176 x 220 pixels ,Class 10,No,107 x 47 x 19 mm ,Mini-SIM,200 MHz ARM926EJ-S,TI OMAP 730,,MiniSD,,No,Microsoft Smartphone 2003 SE
O2,X1b,CIF,No,No,Yes,,,16 MB,,,,,,,,,128 x 128 pixels,Yes,No,102 x 44 x 18 mm ,Mini-SIM,,,,No,,No,
O2,XM,1.3 MP,No,No,No,,,13.8 MB,,,,,,,,,176 x 220 pixels,Class 10,No,89 x 47 x 23.5 mm ,Mini-SIM,,,,MMC/SDIO,,No,
O2,XDA IIs,VGA,No,Wi-Fi 802.11b,Yes,,,96 MB ROM,,,,,,,,3.5 inches| 53 x 71 mm ,240 x 320 pixels ,Class 10,No,125 x 71 x 19 mm ,Mini-SIM,Intel XScale PXA263 400 MHz,,,MMC/SDIO,128 MB RAM,No,Microsoft Windows Mobile 2003 SE PocketPC
O2,XDA IIi,1.3 MP,No,Wi-Fi 802.11b,Yes,,,96 MB ROM,,,,,,,,3.5 inches| 53 x 71 mm ,240 x 320 pixels ,Class 10,No,130 x 70 x 19 mm ,Mini-SIM,Intel Xscale PXA272 520 MHz,,,MMC/SDIO,128 MB RAM,No,Microsoft Windows Mobile 2003 SE PocketPC
O2,Xphone II,VGA,No,No,Yes,,,32 MB,,,,,,,,2.2 inches| 35 x 44 mm ,176 x 220 pixels ,Class 10,No,107 x 44 x 18 mm ,Mini-SIM,200 MHz ARM926EJ-S,TI OMAP 730,,miniSD  64 MB included,,No,Microsoft Smartphone 2003 SE OS
O2,X2,VGA,No,No,No,,Silver,1 MB,,,,,,,,,128 x 128 pixels,Class 10,No,81 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
O2,X1i,CIF,No,No,No,,Silver,,,,,,,,,,128 x 128 pixels,Class 10,No,102 x 45 x 18 mm ,Mini-SIM,,,,No,,No,
O2,XDA II,VGA,No,No,Yes,,,64 MB ROM,,,,,,,,3.5 inches| 53 x 71 mm ,240 x 320 pixels ,Class 10,No,130 x 70 x 19 mm ,Mini-SIM,Intel Strong PXA263 400 MHz,,,MMC/SD,128 MB RAM,No,Microsoft Windows Mobile 2003 for PocketPC Phone Edition
O2,Xphone,VGA,No,No,Yes,,,32 MB ROM,,,,,,,,2.2 inches| 35 x 44 mm ,176 x 220 pixels ,Class 8,No,120 x 50 x 24 mm ,Mini-SIM,133 MHz  ARM925,TI OMAP 710,,MMC/SD,64 MB RAM,No,Microsoft Smartphone 2003
O2,XDA,,,No,No,,,32 MB ROM,,,,,,,,3.5 inches| 53 x 71 mm ,240 x 320 pixels ,Class 8,No,129 x 73 x 18 mm ,Mini-SIM,Intel Strong PXA263 400 MHz,,,MMC/SD,64 MB RAM,No,Microsoft Windows PocketPC
Orange,Malibu,2 MP,No,No,Yes,,Black,10 MB,,,,,,,,2.0 inches ,240 x 320 pixels ,Yes,Yes,106 x 46 x 13 mm ,Mini-SIM,,,,microSD  up to 8 GB (dedicated slot),,No,
Orange,Dallas,VGA,No,No,Yes,,Black,1.4 MB,,,,,,,,2.4 inches ,240 x 320 pixels ,Yes,No,109 x 46 x 12.4 mm ,Mini-SIM,,,,microSD  up to 8 GB (dedicated slot),,No,
Orange,Atlanta,2 MP,No,No,Yes,,Black,11 MB,,,,,,,,2.4 inches ,240 x 320 pixels ,Yes,Yes,116 x 49 x 11.3 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Orange,Rio II,3.15 MP,No,No,Yes,Accelerometer,White,80 MB,,,,,,,,2.4 inches ,320 x 240 pixels ,Yes,Yes,110 x 61 x 12.5 mm ,Mini-SIM,,,,microSD  up to 32 GB (dedicated slot),,No,
Palm,Treo 650,VGA,No,No,Yes,,,23 MB,,,,,,,,2.4 inches| 44 x 44 mm ,320 x 320 pixels ,Class 10,Class 10,113 x 59 x 23 mm ,Mini-SIM,Intel PXA270 312 MHz,,,SD/SDIO/MMC  up to 2 GB,,No,Palm 5.4
Palm,Treo 270,,,No,No,,Steel Grey,16 MB,,,,,,,,,160 x 160 pixels,No,No,108 x 71 x 21 mm ,Mini-SIM,Motorola DragonBall VZ MC68VZ328 33MHz,,,No,,No,Palm 3.5.2H4
Palm,Treo 180,,,No,No,,Steel Blue,16 MB,,,,,,,,,160 x 160 pixels,No,No,108 x 71 x 21 mm ,Mini-SIM,Motorola DragonBall VZ MC68VZ328 33MHz,,,No,,No,Palm 3.5.2H
Panasonic,KX-TU311,,,No,Yes,,Black,,,,,,,,,1.9 inches ,220 x 176 pixels ,No,No,121 x 57 x 19 mm ,Mini-SIM,,,,No,,No,
Panasonic,KX-TU301,,,No,No,,Black,,,,,,,,,1.8 inches ,160 x 128 pixels ,No,No,128 x 49 x 20 mm| 89 cc ,Mini-SIM,,,,No,,No,
Panasonic,VS3,1.3 MP,No,No,No,,,32 MB,,,,,,,,,240 x 320 pixels,Class 10,No,96 x 46 x 17.6 mm| 79 cc ,Mini-SIM,,,,No,,No,
Panasonic,MX7,2 MP,No,No,1.2,,,30 MB,,,,,,,,,240 x 320 pixels,Class 10,No,102 x 51 x 26 mm| 118 cc ,Mini-SIM,,,,No,,No,
Panasonic,MX6,1.3 MP,No,No,No,,Blue,30 MB,,,,,,,,,320 x 240 pixels,Class 10,No,96 x 46 x 26 mm| 105 cc ,Mini-SIM,,,,No,,No,
Panasonic,SA7,2 MP,No,No,1.2,,,30 MB,,,,,,,,,240 x 320 pixels,Class 10,No,102 x 53 x 26 mm| 116 cc ,Mini-SIM,,,,No,,No,
Panasonic,SA6,1.3 MP,No,No,No,,Red,32 MB,,,,,,,,,240 x 320 pixels,Class 10,No,96 x 47 x 25 mm| 106 cc ,Mini-SIM,,,,No,,No,
Panasonic,SC3,VGA,No,No,No,,Black,,,,,,,,,,128 x 128 pixels,Class 8,No,91.5 x 45 x 16.8 mm| 77 cc ,Mini-SIM,,,,No,,No,
Panasonic,SC3,VGA,No,No,No,, Silver,,,,,,,,,,128 x 128 pixels,Class 8,No,91.5 x 45 x 16.8 mm| 77 cc ,Mini-SIM,,,,No,,No,
Panasonic,X400,VGA,No,No,No,,Black,,,,,,,,,,128 x 128 pixels,Class 8,No,84 x 47 x 17 mm| 64 cc ,Mini-SIM,,,,No,,No,
Panasonic,X400,VGA,No,No,No,, Red,,,,,,,,,,128 x 128 pixels,Class 8,No,84 x 47 x 17 mm| 64 cc ,Mini-SIM,,,,No,,No,
Panasonic,X400,VGA,No,No,No,, White,,,,,,,,,,128 x 128 pixels,Class 8,No,84 x 47 x 17 mm| 64 cc ,Mini-SIM,,,,No,,No,
Panasonic,X200,VGA,No,No,No,,Black,,,,,,,,,,128 x 128 pixels| 5 lines,Class 8,No,104 x 45 x 13 mm| 60 cc ,Mini-SIM,,,,No,,No,
Panasonic,X200,VGA,No,No,No,, White,,,,,,,,,,128 x 128 pixels| 5 lines,Class 8,No,104 x 45 x 13 mm| 60 cc ,Mini-SIM,,,,No,,No,
Panasonic,X100,CIF,No,No,No,,Blue,,,,,,,,,,128 x 128 pixels,Class 4,No,90 x 44 x 18 mm| 69 cc ,Mini-SIM,,,,No,,No,
Panasonic,X100,CIF,No,No,No,, Dark Silver,,,,,,,,,,128 x 128 pixels,Class 4,No,90 x 44 x 18 mm| 69 cc ,Mini-SIM,,,,No,,No,
Panasonic,X100,CIF,No,No,No,, Silver,,,,,,,,,,128 x 128 pixels,Class 4,No,90 x 44 x 18 mm| 69 cc ,Mini-SIM,,,,No,,No,
Panasonic,A500,,,No,No,,Black,,,,,,,,,,128 x 128 pixels,Class 8,No,84 x 47 x 19 mm| 68 cc ,Mini-SIM,,,,No,,No,
Panasonic,A500,,,No,No,, White,,,,,,,,,,128 x 128 pixels,Class 8,No,84 x 47 x 19 mm| 68 cc ,Mini-SIM,,,,No,,No,
Panasonic,A100 Series,,,No,No,,3 - Black,,,,,,,,,,112 x 64 pixels| 3 lines,,No,77 x 44 x 17.8 mm| 55 cc ,Mini-SIM,,,,No,,No,
Panasonic,A100 Series,,,No,No,, Blue,,,,,,,,,,112 x 64 pixels| 3 lines,,No,77 x 44 x 17.8 mm| 55 cc ,Mini-SIM,,,,No,,No,
Panasonic,A100 Series,,,No,No,, Red,,,,,,,,,,112 x 64 pixels| 3 lines,,No,77 x 44 x 17.8 mm| 55 cc ,Mini-SIM,,,,No,,No,
Panasonic,P341i,CIF,No,No,Yes,,Anthrazit,5 MB,,,,,,,,,132 x 176 pixels| 8 lines,Class 8,No,87 x 47 x 24 mm| 80 cc ,Mini-SIM,,,,No,,No,
Panasonic,X68/X77,CIF,No,No,No,,Cool silver,,,,,,,,,,128 x 128 pixels,Class 8,No,77 x 50 x 28 mm ,Mini-SIM,,,,No,,No,
Panasonic,X68/X77,CIF,No,No,No,, Vivid red,,,,,,,,,,128 x 128 pixels,Class 8,No,77 x 50 x 28 mm ,Mini-SIM,,,,No,,No,
Panasonic,X11,CIF,No,No,Yes,,2 - Red,,,,,,,,,,132 x 176 pixels,Class 8,No,87.3 x 48 x 27 mm ,Mini-SIM,,,,No,,No,
Panasonic,X11,CIF,No,No,Yes,, Blue,,,,,,,,,,132 x 176 pixels,Class 8,No,87.3 x 48 x 27 mm ,Mini-SIM,,,,No,,No,
Panasonic,G70,,,No,No,,Red,,,,,,,,,,128 x 96 pixels| 4 lines,Class 8,No,88 x 60 x 27 mm| 72 cc ,Mini-SIM,,,,No,,No,
Panasonic,G70,,,No,No,, Blue,,,,,,,,,,128 x 96 pixels| 4 lines,Class 8,No,88 x 60 x 27 mm| 72 cc ,Mini-SIM,,,,No,,No,
Panasonic,G51,,,No,No,,Silver,,,,,,,,,,128 x 96 pixels,Class 8 (G51 Only),No,80 x 43 x 18 mm| 66 cc ,Mini-SIM,,,,No,,No,
Panasonic,G51,,,No,No,, Red,,,,,,,,,,128 x 96 pixels,Class 8 (G51 Only),No,80 x 43 x 18 mm| 66 cc ,Mini-SIM,,,,No,,No,
Panasonic,G51,,,No,No,, Blue (G51e:Pink,,,,,,,,,,128 x 96 pixels,Class 8 (G51 Only),No,80 x 43 x 18 mm| 66 cc ,Mini-SIM,,,,No,,No,
Panasonic,G51,,,No,No,,Gold. G51m:Blue,,,,,,,,,,128 x 96 pixels,Class 8 (G51 Only),No,80 x 43 x 18 mm| 66 cc ,Mini-SIM,,,,No,,No,
Panasonic,G51,,,No,No,,Silver),,,,,,,,,,128 x 96 pixels,Class 8 (G51 Only),No,80 x 43 x 18 mm| 66 cc ,Mini-SIM,,,,No,,No,
Panasonic,X88,CIF,No,No,1.1,,Gold,,,,,,,,,,132 x 176 pixels,Yes,No,87 x 47 x 24 mm| 80 cc ,Mini-SIM,,,,No,,No,
Panasonic,G60,,,No,No,,Chrome metal,,,,,,,,,,128 x 128 pixels,Class 8,No,104 x 47 x 19 mm| 75 cc ,Mini-SIM,,,,No,,No,
Panasonic,G50,,,No,No,,3 - Silver,,,,,,,,,,128 x 96 pixels,Class 8,No,80 x 43 x 18 mm| 53 cc ,Mini-SIM,,,,No,,No,
Panasonic,G50,,,No,No,, Red,,,,,,,,,,128 x 96 pixels,Class 8,No,80 x 43 x 18 mm| 53 cc ,Mini-SIM,,,,No,,No,
Panasonic,G50,,,No,No,, Blue,,,,,,,,,,128 x 96 pixels,Class 8,No,80 x 43 x 18 mm| 53 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD55,,,No,No,,3 - Silver,,,,,,,,,,112 x 64 pixels,No,No,77 x 43 x 17 mm| 51 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD55,,,No,No,, Red,,,,,,,,,,112 x 64 pixels,No,No,77 x 43 x 17 mm| 51 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD55,,,No,No,, Pink,,,,,,,,,,112 x 64 pixels,No,No,77 x 43 x 17 mm| 51 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD87,CIF,No,No,No,,,,,,,,,,,,132 x 176 pixels,Class 8,No,97 x 49 x 23 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD67,,,No,No,,,,,,,,,,,,101 x 80 pixels| 6 lines,Class 8,No,109 x 45 x 20 mm| 81 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD95,,,No,No,,2,,,,,,,,,,11 lines x 16 chars,Class 8 (GD96 only),No,120 x 45 x 14 mm| 90 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD75,,,No,No,,,,,,,,,,,,6 lines,Yes (GD76 Only),No,106 x 46 x 16 mm| 75 cc ,Mini-SIM,,,,No,,No,
Panasonic,GD35,,,No,No,,3 - Winter White,,,,,,,,,,,No,No,120 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD35,,,No,No,, Black Ice,,,,,,,,,,,No,No,120 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD35,,,No,No,, Cool Blue,,,,,,,,,,,No,No,120 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD93,,,No,No,,,,,,,,,,,,6 lines,No,No,120 x 45 x 16.4 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD92,,,No,No,,2 ( gun metallic and blue ),,,,,,,,,,6 lines,No,No,118.1 x 40.5 x 16.4 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD90,,,No,No,,3 (silver,,,,,,,,,,4 x 16 chars,No,No,118 x 42 x 16.5 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD90,,,No,No,, dark blue,,,,,,,,,,4 x 16 chars,No,No,118 x 42 x 16.5 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD90,,,No,No,, anthracite,,,,,,,,,,4 x 16 chars,No,No,118 x 42 x 16.5 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD70,,,No,No,,3 ( titan,,,,,,,,,,4 x 16 chars,No,No,135 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD70,,,No,No,, green and blue ),,,,,,,,,,4 x 16 chars,No,No,135 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
Panasonic,GD30,,,No,No,,,,,,,,,,,,4 x 16 chars,No,No,135 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
Panasonic,G600,,,No,No,,,,,,,,,,,,4 x 16 chars,No,No,132 x 45 x 18 mm ,Mini-SIM,,,,No,,No,
Pantech,Breeze III,1.3 MP,No,No,Yes,,Various,80 MB,,,,,,,,2.2 inches ,240 x 320 pixels ,Yes,Yes,99 x 51 x 19 mm ,Mini-SIM,,,,microSD  up to 32 GB (dedicated slot),,No,
Pantech,U-4000,1.3 MP,VGA videocall camera,No,1.1,,Silver black,30 MB,,,,,,,,1.9 inches ,176 x 220 pixels ,Yes,No,95 x 43 x 16.5 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Pantech,PU-5000,1.3 MP,VGA videocall camera,No,Yes,,Silver black,30 MB,,,,,,,,1.9 inches ,176 x 220 pixels ,Yes,No,95.7 x 45.6 x 21.6 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Pantech,PG-1600,VGA,No,No,No,,Silver black,128 MB,,,,,,,,1.5 inches ,128 x 128 pixels ,Class 10,No,89.8 x 43.5 x 18.6 mm ,Mini-SIM,,,,No,32 MB RAM,No,
Pantech,PG-1800,VGA,No,No,1.1,,Silver black,256 MB,,,,,,,,1.8 inches ,120 x 160 pixels ,Class 10,No,95.5 x 46 x 18.5 mm ,Mini-SIM,,,,microSD (dedicated slot),64 MB RAM,No,
Pantech,PG-1300,,,No,No,,Black,128 MB,,,,,,,,1.5 inches,,Class 10,No,89.9 x 44 x 18.9 mm ,Mini-SIM,,,,No,64 MB RAM,No,
Pantech,PG-1900,VGA,No,No,No,,Silver black,,,,,,,,,1.6 inches| 28 x 28 mm ,128 x 128 pixels ,Class 10,No,103 x 43.5 x 13.5 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Pantech,PG-1500,,,No,No,,Black,2.2 MB,,,,,,,,,128 x 160 pixels,Class 10,No,90.7 x 44.6 x 15.9 mm ,Mini-SIM,,,,No,,No,
Pantech,PG-1200,VGA,No,No,No,,Dark Blue,,,,,,,,,,128 x 160 pixels,Class 10,No,90 x 45.5 x 23.3 mm ,Mini-SIM,,,,No,,No,
Pantech,PG-1200,VGA,No,No,No,, Silver,,,,,,,,,,128 x 160 pixels,Class 10,No,90 x 45.5 x 23.3 mm ,Mini-SIM,,,,No,,No,
Pantech,PG-1000s,,,No,No,,Black,,,,,,,,,,128 x 160 pixels,Class 8,No,82 x 42 x 23.3 mm ,Mini-SIM,,,,No,,No,
Pantech,PG-1000s,,,No,No,, Blue,,,,,,,,,,128 x 160 pixels,Class 8,No,82 x 42 x 23.3 mm ,Mini-SIM,,,,No,,No,
Pantech,PG-1000s,,,No,No,, Silver,,,,,,,,,,128 x 160 pixels,Class 8,No,82 x 42 x 23.3 mm ,Mini-SIM,,,,No,,No,
Pantech,GF100,,,No,No,,,1.8 MB,,,,,,,,,128 x 128 pixels,Class 10,No,82 x 44 x 22.5 mm ,Mini-SIM,,,,No,,No,
Pantech,G670,VGA,No,No,No,Thermometer,Gray,1.8 MB,,,,,,,,,128 x 160 pixels,Class 10,No,80 x 40 x 21 mm ,Mini-SIM,,,,No,,No,
Pantech,GB200,VGA,No,No,No,,Gray,2.8 MB,,,,,,,,,128 x 160 pixels,Class 10,No,80 x 40 x 20 mm ,Mini-SIM,,,,No,,No,
Pantech,GB100,,,No,No,,,750 KB,,,,,,,,,128 x 128 pixels,Class 10,No,80 x 42 x 21 mm ,Mini-SIM,,,,No,,No,
Pantech,G900,VGA,No,No,No,,Orange Yellow,,,,,,,,,,128 x 160 pixels,Class 10,No,80 x 40 x 20 mm ,Mini-SIM,,,,No,,No,
Pantech,G900,VGA,No,No,No,, European Silver,,,,,,,,,,128 x 160 pixels,Class 10,No,80 x 40 x 20 mm ,Mini-SIM,,,,No,,No,
Pantech,G700,,,No,No,,Silver,,,,,,,,,,128 x 160 pixels,Class 10,No,80 x 42 x 22.8 mm ,Mini-SIM,,,,No,,No,
Pantech,G300,,,No,No,,Red,,,,,,,,,,128 x 128 pixels,Class 10,No,76 x 40 x 23.5 mm ,Mini-SIM,,,,No,,No,
Pantech,G300,,,No,No,, Silver,,,,,,,,,,128 x 128 pixels,Class 10,No,76 x 40 x 23.5 mm ,Mini-SIM,,,,No,,No,
Pantech,G300,,,No,No,, Light blue,,,,,,,,,,128 x 128 pixels,Class 10,No,76 x 40 x 23.5 mm ,Mini-SIM,,,,No,,No,
Pantech,G300,,,No,No,, Violet,,,,,,,,,,128 x 128 pixels,Class 10,No,76 x 40 x 23.5 mm ,Mini-SIM,,,,No,,No,
Pantech,G200,,,No,No,,Blue,,,,,,,,,,128 x 160 pixels,Class 10,No,83.5 x 46 x 20.5 mm ,Mini-SIM,,,,No,,No,
