brand,model,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_status,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,battery_unit,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS
Nokia,X1-01,,,No,No,, Orange,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,112.2 x 47.3 x 16 mm| 73.2 cc ,Dual SIM (Mini-SIM| dual stand-by),,,,microSD  up to 16 GB (dedicated slot),,No,
Nokia,X1-01,,,No,No,, White,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,112.2 x 47.3 x 16 mm| 73.2 cc ,Dual SIM (Mini-SIM| dual stand-by),,,,microSD  up to 16 GB (dedicated slot),,No,
Nokia,X1-00,,,No,No,,Orange,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,112.2 x 47.3 x 16 mm| 73.2 cc ,Mini-SIM,,,,microSD  up to 16 GB (dedicated slot),,No,
Nokia,X1-00,,,No,No,, Ocean blue,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,112.2 x 47.3 x 16 mm| 73.2 cc ,Mini-SIM,,,,microSD  up to 16 GB (dedicated slot),,No,
Nokia,X1-00,,,No,No,, dark gray,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,112.2 x 47.3 x 16 mm| 73.2 cc ,Mini-SIM,,,,microSD  up to 16 GB (dedicated slot),,No,
Nokia,C1-00,,,No,No,,Medium Blue,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 63 cc ,Dual SIM (Mini-SIM| no dual stand-by),,,,No,,No,
Nokia,C1-00,,,No,No,, Red,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 63 cc ,Dual SIM (Mini-SIM| no dual stand-by),,,,No,,No,
Nokia,C1-00,,,No,No,, Light Gray,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 63 cc ,Dual SIM (Mini-SIM| no dual stand-by),,,,No,,No,
Nokia,C1-00,,,No,No,, Sea Green,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 63 cc ,Dual SIM (Mini-SIM| no dual stand-by),,,,No,,No,
Nokia,1800,,,No,No,,Silver Grey,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107 x 45 x 15.3 mm ,Mini-SIM,,,,No,,No,
Nokia,1800,,,No,No,, Black,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107 x 45 x 15.3 mm ,Mini-SIM,,,,No,,No,
Nokia,1800,,,No,No,, Orchid Red,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107 x 45 x 15.3 mm ,Mini-SIM,,,,No,,No,
Nokia,1800,,,No,No,, Ash Blue,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107 x 45 x 15.3 mm ,Mini-SIM,,,,No,,No,
Nokia,1616,,,No,No,,Black,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 60.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1616,,,No,No,, Dark Blue,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 60.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1616,,,No,No,, Dark Gray,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 60.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1616,,,No,No,, Dark Red,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,107.1 x 45 x 15 mm| 60.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1280,,,No,No,,Black,,,,,,,,,1.36 inches ,96 x 68 pixels ,No,No,107.2 x 45.1 x 15.3 mm| 62.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1280,,,No,No,, Gray,,,,,,,,,1.36 inches ,96 x 68 pixels ,No,No,107.2 x 45.1 x 15.3 mm| 62.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1280,,,No,No,, Blue,,,,,,,,,1.36 inches ,96 x 68 pixels ,No,No,107.2 x 45.1 x 15.3 mm| 62.3 cc ,Mini-SIM,,,,No,,No,
Nokia,1280,,,No,No,, Orchid,,,,,,,,,1.36 inches ,96 x 68 pixels ,No,No,107.2 x 45.1 x 15.3 mm| 62.3 cc ,Mini-SIM,,,,No,,No,
Nokia,2323 classic,,,No,2.0,,Black,4 MB,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 10,No,107 x 46 x 13.8 mm| 57 cc ,Mini-SIM,,,,No,,No,
Nokia,1662,,,No,No,,Black,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,108 x 45 x 13.8 mm| 58.8 cc ,Mini-SIM,,,,No,,No,
Nokia,1662,,,No,No,, Blue,,,,,,,,,1.8 inches ,128 x 160 pixels ,No,No,108 x 45 x 13.8 mm| 58.8 cc ,Mini-SIM,,,,No,,No,
Nokia,1202,,,No,No,,Midnight black,,,,,,,,,1.3 inches ,96 x 68 pixels ,No,No,105.3 x 45 x 13.1 mm| 61.8 cc ,Mini-SIM,,,,No,,No,
Nokia,1202,,,No,No,, Violet blue,,,,,,,,,1.3 inches ,96 x 68 pixels ,No,No,105.3 x 45 x 13.1 mm| 61.8 cc ,Mini-SIM,,,,No,,No,
Nokia,1202,,,No,No,, Silver grey (Nokia 1203),,,,,,,,,1.3 inches ,96 x 68 pixels ,No,No,105.3 x 45 x 13.1 mm| 61.8 cc ,Mini-SIM,,,,No,,No,
Nokia,1209,,,No,No,,Blue,,,,,,,,,1.4 inches| 27.6 x 21.8 mm ,96 x 98 pixels ,No,No,102 x 44.1 x 17.5 mm| 70.5 cc ,Mini-SIM,,,,No,,No,
Nokia,1209,,,No,No,, Gray,,,,,,,,,1.4 inches| 27.6 x 21.8 mm ,96 x 98 pixels ,No,No,102 x 44.1 x 17.5 mm| 70.5 cc ,Mini-SIM,,,,No,,No,
Nokia,2630,VGA,No,No,2.0,,Black,11 MB,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 10,Class 6,105 x 45 x 9.9 mm| 45 cc ,Mini-SIM,,,,No,,No,
Nokia,2660,,,No,2.0,,Black,2 MB,,,,,,,,1.85 inches ,128 x 160 pixels ,Class 10,No,87 x 44.8 x 20.7 mm ,Mini-SIM,,,,No,,No,
Nokia,3109 classic,,,No,2.0,,Grey,9 MB,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 10,Class 10,108.5 x 45.7 x 15.6 mm| 72 cc ,Mini-SIM,,,,microSD  up to 2 GB (dedicated slot),,No,
Nokia,1110i,,,No,No,,Xpress-on covers,4 MB,,,,,,,,,96 x 68 pixels,No,No,104 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Nokia,5500 Sport,2 MP,No,No,2.0,,Black and gray,8 MB,,,,,,,,1.7 inches| 31 x 31 mm ,208 x 208 pixels ,Class 10,Class 10,107 x 45 x 18 mm| 77 cc ,Mini-SIM,235 MHz ARM 9,,,microSD  up to 2 GB (dedicated slot),64 MB RAM,No,Symbian 9.1
Nokia,5500 Sport,2 MP,No,No,2.0,,Black and gray,8 MB,,,,,,,,1.7 inches| 31 x 31 mm ,208 x 208 pixels ,Class 10,Class 10,107 x 45 x 18 mm| 77 cc ,Mini-SIM,235 MHz ARM 9,,,microSD  up to 2 GB (dedicated slot),64 MB RAM,No, Series 60 rel. 3.0
Nokia,6133,1.3 MP,No,No,Yes,,Black,11 MB,,,,,,,,2.2 inches| 34 x 44 mm ,240 x 320 pixels| 2.2 inch ,Class 10,Class 10,92 x 48 x 20 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Nokia,6070,VGA,No,No,No,,Silver,3.2 MB,,,,,,,,1.8 inches| 28 x 35 mm ,128 x 160 pixels ,Class 10,Class 6,105.4 x 44.3 x 18.6 mm ,Mini-SIM,,,,No,,No,
Nokia,6125,1.3 MP,No,No,2.0,,Black,11 MB,,,,,,,,1.8 inches| 29 x 35 mm ,128 x 160 pixels ,Class 10,Class 10,90 x 46 x 23.6 mm ,Mini-SIM,,,,microSD  up to 2 GB (dedicated slot),,No,
Nokia,9300i,,,Wi-Fi 802.11g,1.2,,Silver,80 MB,,,,,,,,4.0 inches| 98 x 30 mm ,640 x 200 pixels ,Class 10,Class 10,132 x 51 x 21 mm| 126 cc ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,MMC  up to 2 GB,,No,Symbian 7.0s
Nokia,9300i,,,Wi-Fi 802.11g,1.2,,Silver,80 MB,,,,,,,,4.0 inches| 98 x 30 mm ,640 x 200 pixels ,Class 10,Class 10,132 x 51 x 21 mm| 126 cc ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,MMC  up to 2 GB,,No, Series 80 v2.0 UI
Nokia,E62,,,No,2.0,,Silver,80 MB,,,,,,,,2.9 inches| 58 x 45 mm ,320 x 240 pixels ,Class 11,Class 10,117 x 69.7 x 14 mm| 108 cc ,Mini-SIM,235 MHz ARM 9,,,miniSD,32 MB RAM,No,Symbian OS 9.1
Nokia,E62,,,No,2.0,,Silver,80 MB,,,,,,,,2.9 inches| 58 x 45 mm ,320 x 240 pixels ,Class 11,Class 10,117 x 69.7 x 14 mm| 108 cc ,Mini-SIM,235 MHz ARM 9,,,miniSD,32 MB RAM,No, Series 60 UI
Nokia,6708,1.3 MP,No,No,1.1,,Grey,18 MB,,,,,,,,2.7 inches ,208 x 320 pixels ,Class 10,No,118 x 52 x 18 mm ,Mini-SIM,144 MHz ARM925T,TI OMAP 1510,,miniSD,,No,Symbian 7.0
Nokia,6708,1.3 MP,No,No,1.1,,Grey,18 MB,,,,,,,,2.7 inches ,208 x 320 pixels ,Class 10,No,118 x 52 x 18 mm ,Mini-SIM,144 MHz ARM925T,TI OMAP 1510,,miniSD,,No, UIQ v2.1 UI
Nokia,2652,,,No,No,,Cell and Fleur motifs,1 MB,,,,,,,,,128 x 128 pixels,Class 4,No,85 x 46 x 23 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,1600,,,No,No,,Xpress-on covers,4 MB,,,,,,,,1.4 inches ,96 x 68 pixels ,No,No,104 x 45 x 17 mm ,Mini-SIM,,,,No,,No,
Nokia,1110,,,No,No,,Xpress-on covers,4 MB,,,,,,,,,96 x 68 pixels,No,No,104 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Nokia,1101,,,No,No,,Xpress-on covers,,,,,,,,,,96 x 65 pixels| 4 lines,No,No,106 x 46 x 20 mm| 72 cc ,Mini-SIM,,,,No,,No,
Nokia,6021,,,No,1.2,,Black,2.3 MB,,,,,,,,1.56 inches ,128 x 128 pixels ,Class 10,Class 6,106 x 44 x 20 mm| 73 cc ,Mini-SIM,,,,No,,No,
Nokia,6101,VGA,No,No,No,,Black,4.4 MB,,,,,,,,1.8 inches| 29 x 35 mm ,128 x 160 pixels ,Class 10,Class 6,85 x 45 x 24 mm ,Mini-SIM,,,,No,,No,
Nokia,6822,VGA,No,No,1.1,,,3.5 MB,,,,,,,,1.5 inches ,128 x 128 pixels| 8 lines ,Class 10,Yes| 118.4 kbps,106 x 46 x 21 mm| 79 cc ,Mini-SIM,,,,No,,No,
Nokia,7710,1 MP,No,No,1.2,,,90 MB,,,,,,,,3.5 inches| 79 x 40 mm ,640 x 320 pixels ,Class 10,Class 10,128 x 69.5 x 19 mm| 142 cc ,Mini-SIM,168 MHz ARM925T,TI OMAP 1510,,MMC  128 MB included,,No,Symbian 7.0s
Nokia,7710,1 MP,No,No,1.2,,,90 MB,,,,,,,,3.5 inches| 79 x 40 mm ,640 x 320 pixels ,Class 10,Class 10,128 x 69.5 x 19 mm| 142 cc ,Mini-SIM,168 MHz ARM925T,TI OMAP 1510,,MMC  128 MB included,,No, Series 90 UI
Nokia,6020,VGA,No,No,No,,Graphite,3.5 MB,,,,,,,,1.5 inches ,128 x 128 pixels| 5 lines ,Class 10,Class 6,106 x 44 x 20 mm| 73 cc ,Mini-SIM,,,,No,,No,
Nokia,7280,VGA,No,No,1.1,,Black,50 MB,,,,,,,,,208 x 104 pixels,Class 10,Class 8,115 x 32 x 19 mm| 64 cc ,Mini-SIM,,,,No,,No,
Nokia,7270,VGA,No,No,No,,,32 MB,,,,,,,,2.0 inches| 31 x 39 mm ,128 x 160 pixels|  6 lines ,Class 10,Class 10,88 x 46 x 22 mm| 78 cc ,Mini-SIM,,,,No,,No,
Nokia,7260,VGA,No,No,No,,,,,,,,,,,1.6 inches ,128 x 128 pixels ,Yes,No,105 x 45 x 18 mm| 72 cc ,Mini-SIM,,,,No,,No,
Nokia,9300,,,No,1.1,,,80 MB,,,,,,,,4.0 inches| 98 x 30 mm ,640 x 200 pixels ,Class 10,Class 10,132 x 51 x 21 mm| 126 cc ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,MMC,,No,Symbian 7.0s
Nokia,9300,,,No,1.1,,,80 MB,,,,,,,,4.0 inches| 98 x 30 mm ,640 x 200 pixels ,Class 10,Class 10,132 x 51 x 21 mm| 126 cc ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,MMC,,No, Series 80 v2.0 UI
Nokia,6630,1.3 MP,No,No,1.2,,Light Gray,10 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 10,Yes,110 x 60 x 21 mm ,Mini-SIM,220 MHz ARM926EJ-S,TI OMAP 1710,,RS-DV-MMC  64 MB included,,No,Symbian 8.0
Nokia,6630,1.3 MP,No,No,1.2,,Light Gray,10 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 10,Yes,110 x 60 x 21 mm ,Mini-SIM,220 MHz ARM926EJ-S,TI OMAP 1710,,RS-DV-MMC  64 MB included,,No, Series 60 v2.0 UI
Nokia,6170,VGA,No,No,No,,Silver,2.2 MB,,,,,,,,2.0 inches| 31 x 39 mm ,128 x 160 pixels ,Class 10,Class 10,88 x 46 x 22 mm| 79 cc ,Mini-SIM,,,,No,,No,
Nokia,2650,,,No,No,,Silver,,,,,,,,,,128 x 128 pixels,Class 4,No,85 x 46 x 23 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,2650,,,No,No,, Red,,,,,,,,,,128 x 128 pixels,Class 4,No,85 x 46 x 23 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,2650,,,No,No,, Brown,,,,,,,,,,128 x 128 pixels,Class 4,No,85 x 46 x 23 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,N-Gage QD,,,No,1.1,,,3.4 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,118 x 68 x 22 mm| 123 cc ,Mini-SIM,104 MHz ARM 920T,,,MMC,,No,Symbian 6.1
Nokia,N-Gage QD,,,No,1.1,,,3.4 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,118 x 68 x 22 mm| 123 cc ,Mini-SIM,104 MHz ARM 920T,,,MMC,,No, Series 60 v1.0 UI
Nokia,3120,,,No,No,,Lime Tree Green,,,,,,,,,1.6 inches ,128 x 128 pixels| 5 lines ,Class 4,No,102 x 43 x 20 mm| 67 cc ,Mini-SIM,,,,No,,No,
Nokia,3120,,,No,No,, Iron Blue,,,,,,,,,1.6 inches ,128 x 128 pixels| 5 lines ,Class 4,No,102 x 43 x 20 mm| 67 cc ,Mini-SIM,,,,No,,No,
Nokia,7610,1 MP,No,No,1.1,,Ruby and Onyx,8 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,109 x 53 x 19 mm| 93 cc ,Mini-SIM,123 MHz ARM925T,TI OMAP 1510,,RS-MMC  64 MB included,,No,Symbian 7.0s
Nokia,7610,1 MP,No,No,1.1,,Ruby and Onyx,8 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,109 x 53 x 19 mm| 93 cc ,Mini-SIM,123 MHz ARM925T,TI OMAP 1510,,RS-MMC  64 MB included,,No, Series 60 v2.0 UI
Nokia,9500,VGA,No,Wi-Fi 802.11b,1.1,,Tin Grey,80 MB,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,Class 10,Class 6,148 x 57 x 24 mm ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,MMC,,No,Symbian 7.0s
Nokia,9500,VGA,No,Wi-Fi 802.11b,1.1,,Tin Grey,80 MB,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,Class 10,Class 6,148 x 57 x 24 mm ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,MMC,,No, Series 80 v2.0 UI
Nokia,5140,VGA,No,No,No,Compass,,,,,,,,,,1.5 inches| 27 x 27 mm ,128 x 128 pixels| 5 lines ,Class 10,Class 6,106 x 47 x 24 mm| 86 cc ,Mini-SIM,,,,No,,No,
Nokia,5140,VGA,No,No,No, thermometer,,,,,,,,,,1.5 inches| 27 x 27 mm ,128 x 128 pixels| 5 lines ,Class 10,Class 6,106 x 47 x 24 mm| 86 cc ,Mini-SIM,,,,No,,No,
Nokia,5140,VGA,No,No,No, sound level meter,,,,,,,,,,1.5 inches| 27 x 27 mm ,128 x 128 pixels| 5 lines ,Class 10,Class 6,106 x 47 x 24 mm| 86 cc ,Mini-SIM,,,,No,,No,
Nokia,3108,,,No,No,,,,,,,,,,,1.45 inches ,128 x 128 pixels| 8 lines ,Yes,No,106 x 46.4 x 24 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,6820,CIF,No,No,1.1,,,3.5 MB,,,,,,,,1.6 inches ,128 x 128 pixels| 8 lines ,Class 10,Yes| 118.4 kbps,107 x 47 x 20 mm| 79 cc ,Mini-SIM,,,,No,,No,
Nokia,6810,,,No,1.1,,,3.5 MB,,,,,,,,1.6 inches ,128 x 128 pixels| 8 lines ,Class 4,Yes| 118.4 kbps,119 x 55 x 23 mm| 105 cc ,Mini-SIM,,,,No,,No,
Nokia,7600,VGA,No,No,1.1,,,29 MB,,,,,,,,2.0 inches ,128 x 160 pixels ,Yes,No,87 x 78 x 19 mm| 103 cc ,Mini-SIM,,,,No,,No,
Nokia,2300,,,No,No,,Xpress-on covers,,,,,,,,,,96 x 65 pixels| 4 lines,No,No,107 x 46 x 20 mm ,Mini-SIM,,,,No,,No,
Nokia,1100,,,No,No,,Xpress-on covers,,,,,,,,,,96 x 65 pixels| 4 lines,No,No,106 x 46 x 20 mm| 79 cc ,Mini-SIM,,,,No,,No,
Nokia,6620,VGA,No,No,1.1,,Light Gray,12 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 4,Yes| 118.4 kbps,109 x 58 x 24 mm| 113 cc ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,RS-MMC  32 MB included,,No,Symbian 7.0s
Nokia,6620,VGA,No,No,1.1,,Light Gray,12 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 4,Yes| 118.4 kbps,109 x 58 x 24 mm| 113 cc ,Mini-SIM,150 MHz ARM925T,TI OMAP 1510,,RS-MMC  32 MB included,,No, Series 60 v2.0 UI
Nokia,6600,VGA,No,No,1.1,,Light Gray,6 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,109 x 58 x 24 mm| 113 cc ,Mini-SIM,104 MHz ARM 9,,,MMC  32 MB included,,No,Symbian 7.0s
Nokia,6600,VGA,No,No,1.1,,Light Gray,6 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,109 x 58 x 24 mm| 113 cc ,Mini-SIM,104 MHz ARM 9,,,MMC  32 MB included,,No, Series 60 v2.0 UI
Nokia,6108,,,No,No,,3 -  Silver Blue,,,,,,,,,,128 x 128 pixels| 8 lines,Yes,No,106 x 46.4 x 22.8 mm| 82 cc ,Mini-SIM,,,,No,,No,
Nokia,6108,,,No,No,, Silver Yellow and Silver Rose,,,,,,,,,,128 x 128 pixels| 8 lines,Yes,No,106 x 46.4 x 22.8 mm| 82 cc ,Mini-SIM,,,,No,,No,
Nokia,6220,CIF,No,No,No,,2 - Blue and Plum,,,,,,,,,1.5 inches ,128 x 128 pixels| 8 lines ,Yes,Yes| 118.4 kbps,107 x 45 x 19 mm| 76 cc ,Mini-SIM,,,,No,,No,
Nokia,3300,,,No,No,,Orange and Black Blue,4.5 MB,,,,,,,,1.7 inches| 31 x 31 mm ,128 x 128 pixels| 5 lines ,Class 6,No,114 x 63 x 20 mm| 115 cc ,Mini-SIM,,,,MMC  64 MB included,,No,
Nokia,N-Gage,,,No,1.1,,,3.4 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,134 x 70 x 20 mm| 139 cc ,Mini-SIM,104 MHz ARM 920T,,,MMC,,No,Symbian 6.1
Nokia,N-Gage,,,No,1.1,,,3.4 MB,,,,,,,,2.1 inches| 35 x 41 mm ,176 x 208 pixels ,Class 6,No,134 x 70 x 20 mm| 139 cc ,Mini-SIM,104 MHz ARM 920T,,,MMC,,No, Series 60 v1.0 UI
Nokia,8910i,,,No,1.1,,,,,,,,,,,1.25 inches ,96 x 65 pixels ,Class 4,No,103 x 46 x 20 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,6800,,,No,No,,,,,,,,,,,1.7 inches ,128 x 128 pixels| 8 lines ,Class 4,No,119 x 55 x 23 mm| 105 cc ,Mini-SIM,,,,No,,No,
Nokia,5100,,,No,No,Thermometer,Xpress-on covers,725 KB,,,,,,,,1.5 inches ,128 x 128 pixels ,Class 4,No,108 x 49 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Nokia,2100,,,No,No,,3 (Yellow,,,,,,,,,,96 x 65 pixels,No,No,105 x 44 x 20 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,2100,,,No,No,, Green,,,,,,,,,,96 x 65 pixels,No,No,105 x 44 x 20 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,2100,,,No,No,, and Grey) + Xpress-on covers,,,,,,,,,,96 x 65 pixels,No,No,105 x 44 x 20 mm| 77 cc ,Mini-SIM,,,,No,,No,
Nokia,6650,VGA,No,No,1.1,,,7 MB,,,,,,,,,128 x 160 pixels,Class 6,No,132 x 52 x 25 mm| 123 cc ,Mini-SIM,,,,No,,No,
Nokia,3530,,,No,No,,Xpress-on covers,,,,,,,,,1.5 inches ,96 x 65 pixels ,Class 4,No,118 x 50 x 17 mm| 98 cc ,Mini-SIM,,,,No,,No,
Nokia,3510i,,,No,No,,Xpress-on covers,,,,,,,,,,96 x 65 pixels,Class 4,No,118 x 50 x 17 mm| 98 cc ,Mini-SIM,,,,No,,No,
Nokia,6610,,,No,No,,3 - Black,,,,,,,,,1.5 inches ,128 x 128 pixels| 5 lines ,Class 6,No,106 x 45 x 17.5 mm| 71 cc ,Mini-SIM,,,,No,,No,
Nokia,6610,,,No,No,, White,,,,,,,,,1.5 inches ,128 x 128 pixels| 5 lines ,Class 6,No,106 x 45 x 17.5 mm| 71 cc ,Mini-SIM,,,,No,,No,
Nokia,6610,,,No,No,, Grey,,,,,,,,,1.5 inches ,128 x 128 pixels| 5 lines ,Class 6,No,106 x 45 x 17.5 mm| 71 cc ,Mini-SIM,,,,No,,No,
Nokia,3610,,,No,No,,Ttranslucent Xpress-on covers,,,,,,,,,,96 x 65 pixels| 5 lines,No,No,105 x 45 x 22 mm| 79 cc ,Mini-SIM,,,,No,,No,
Nokia,9210i Communicator,,,No,No,,Black,40 MB,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm ,Mini-SIM,52 MHz ARM 9,,,MMC,8 MB RAM,No,Open Symbian
Nokia,9210i Communicator,,,No,No,,Black,40 MB,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm ,Mini-SIM,52 MHz ARM 9,,,MMC,8 MB RAM,No, based on Symbian v6.0
Nokia,9210i Communicator,,,No,No,,Black,40 MB,,,,,,,,4.5 inches| 110 x 35 mm ,640 x 200 pixels ,No,No,158 x 56 x 27 mm ,Mini-SIM,52 MHz ARM 9,,,MMC,8 MB RAM,No, Series 80 UI
Nokia,7210,,,No,No,,3 - Turquoise,,,,,,,,,1.5 inches ,128 x 128 pixels ,Class 6,No,106 x 45 x 17.5 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,7210,,,No,No,, Orange,,,,,,,,,1.5 inches ,128 x 128 pixels ,Class 6,No,106 x 45 x 17.5 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,7210,,,No,No,, and Brown,,,,,,,,,1.5 inches ,128 x 128 pixels ,Class 6,No,106 x 45 x 17.5 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,6310i,,,No,1.1,,3 - Jet Black,,,,,,,,,,96 x 60 pixels| 6 lines,Class 4,No,129 x 47 x 17-21 mm| 97 cc,Mini-SIM,,,,No,,No,
Nokia,6310i,,,No,1.1,, Mistral Beige,,,,,,,,,,96 x 60 pixels| 6 lines,Class 4,No,129 x 47 x 17-21 mm| 97 cc,Mini-SIM,,,,No,,No,
Nokia,6310i,,,No,1.1,, Lightning Silver,,,,,,,,,,96 x 60 pixels| 6 lines,Class 4,No,129 x 47 x 17-21 mm| 97 cc,Mini-SIM,,,,No,,No,
Nokia,3510,,,No,No,,Xpress-on covers,,,,,,,,,,5 lines,Class 4,No,118 x 42-50 x 18-21 mm| 98 cc,Mini-SIM,,,,No,,No,
Nokia,3410,,,No,No,,Xpress-on front and back covers,,,,,,,,,,96 x 65 pixels| 6 lines,No,No,115 x 49 x 22.5 mm| 100 cc ,Mini-SIM,,,,No,,No,
Nokia,7650,VGA,No,No,1.1,,,4 MB,,,,,,,,2.1 inches ,176 x 208 pixels| 35 x 41mm ,Class 5,No,114 x 56 x 26 mm| 138 cc ,Mini-SIM,104 MHz ARM 9,,,No,,No,Symbian 6.1
Nokia,7650,VGA,No,No,1.1,,,4 MB,,,,,,,,2.1 inches ,176 x 208 pixels| 35 x 41mm ,Class 5,No,114 x 56 x 26 mm| 138 cc ,Mini-SIM,104 MHz ARM 9,,,No,,No, Series 60 v1.0 UI
Nokia,8910,,,No,1.1,,2 - Natural Titanium and Black,,,,,,,,,,4 lines,Class 4,No,103 x 46 x 20 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,6510,,,No,No,,Beige,,,,,,,,,,96 x 60 pixels| 5 lines,Class 4,No,97 x 43 x 20 mm| 67 cc ,Mini-SIM,,,,No,,No,
Nokia,6510,,,No,No,, four Xpress-on front-back covers as accessories,,,,,,,,,,96 x 60 pixels| 5 lines,Class 4,No,97 x 43 x 20 mm| 67 cc ,Mini-SIM,,,,No,,No,
Nokia,6500,,,No,No,,Beige,,,,,,,,,,96 x 60 pixels| 5 lines,Class 4,No,97 x 43 x 21 mm| 75 cc ,Mini-SIM,,,,No,,No,
Nokia,6500,,,No,No,, four Xpress-on front-back covers as accessories,,,,,,,,,,96 x 60 pixels| 5 lines,Class 4,No,97 x 43 x 21 mm| 75 cc ,Mini-SIM,,,,No,,No,
Nokia,8855,,,No,No,,Black,,,,,,,,,,5 lines,No,No,102 x 46 x 21 mm| 85 cc ,Mini-SIM,,,,No,,No,
Nokia,5210,,,No,No,Thermometer,Burned Orange,,,,,,,,,,5 lines,No,No,105.5 x 47.5 x 22.5 mm| 83 cc ,Mini-SIM,,,,No,,No,
Nokia,5210,,,No,No,Thermometer, four Xpress-on shells as accessories,,,,,,,,,,5 lines,No,No,105.5 x 47.5 x 22.5 mm| 83 cc ,Mini-SIM,,,,No,,No,
